summary_data,0.00199401170251,1.30424202959e-15,0.00182822478741,1526340600,0.0017964937963,1533600000,0.002146635,0.00446262551134,s,3.40056039382e-07,0.00181107667235,1533598200,0.00181697716797,2688.0,1344.0,0.00180572954852,0.00252040405773,1800,0.00179650010674,1.12476194469e-05
x_data_observed,1526340600000,1800000,area,Observed
Observed,2018-05-14 20:30:00,0.0017964937963,0,0
Observed,2018-05-14 21:00:00,0.0017964937963,0,0
Observed,2018-05-14 21:30:00,0.0017964937963,0,0
Observed,2018-05-14 22:00:00,0.0017964937963,0,0
Observed,2018-05-14 22:30:00,0.0017964937963,0,0
Observed,2018-05-14 23:00:00,0.0017964937963,0,0
Observed,2018-05-14 23:30:00,0.0017964937963,0,0
Observed,2018-05-15 00:00:00,0.0017964937963,0,0
Observed,2018-05-15 00:30:00,0.0017964937963,0,0
Observed,2018-05-15 01:00:00,0.0017964937963,0,0
Observed,2018-05-15 01:30:00,0.0017964937963,0,0
Observed,2018-05-15 02:00:00,0.0017964937963,0,0
Observed,2018-05-15 02:30:00,0.0017964937963,0,0
Observed,2018-05-15 03:00:00,0.0017964937963,0,0
Observed,2018-05-15 03:30:00,0.0017964937963,0,0
Observed,2018-05-15 04:00:00,0.0017964937963,0,0
Observed,2018-05-15 04:30:00,0.0017964937963,0,0
Observed,2018-05-15 05:00:00,0.0017964937963,0,0
Observed,2018-05-15 05:30:00,0.0017964937963,0,0
Observed,2018-05-15 06:00:00,0.0017964937963,0,0
Observed,2018-05-15 06:30:00,0.0017964937963,0,0
Observed,2018-05-15 07:00:00,0.0017964937963,0,0
Observed,2018-05-15 07:30:00,0.0017964937963,0,0
Observed,2018-05-15 08:00:00,0.0017964937963,0,0
Observed,2018-05-15 08:30:00,0.0017964937963,0,0
Observed,2018-05-15 09:00:00,0.0017964937963,0,0
Observed,2018-05-15 09:30:00,0.0017964937963,0,0
Observed,2018-05-15 10:00:00,0.0017964937963,0,0
Observed,2018-05-15 10:30:00,0.0017964937963,0,0
Observed,2018-05-15 11:00:00,0.0017964937963,0,0
Observed,2018-05-15 11:30:00,0.0017964937963,0,0
Observed,2018-05-15 12:00:00,0.0017964937963,0,0
Observed,2018-05-15 12:30:00,0.0017964937963,0,0
Observed,2018-05-15 13:00:00,0.0017964937963,0,0
Observed,2018-05-15 13:30:00,0.0017964937963,0,0
Observed,2018-05-15 14:00:00,0.0017964937963,0,0
Observed,2018-05-15 14:30:00,0.0017964937963,0,0
Observed,2018-05-15 15:00:00,0.0017964937963,0,0
Observed,2018-05-15 15:30:00,0.0017964937963,0,0
Observed,2018-05-15 16:00:00,0.0017964937963,0,0
Observed,2018-05-15 16:30:00,0.0017964937963,0,0
Observed,2018-05-15 17:00:00,0.0017964937963,0,0
Observed,2018-05-15 17:30:00,0.0017964937963,0,0
Observed,2018-05-15 18:00:00,0.0017964937963,0,0
Observed,2018-05-15 18:30:00,0.0017964937963,0,0
Observed,2018-05-15 19:00:00,0.0017964937963,0,0
Observed,2018-05-15 19:30:00,0.0017964937963,0,0
Observed,2018-05-15 20:00:00,0.0017964937963,0,0
Observed,2018-05-15 20:30:00,0.0017964937963,0,0
Observed,2018-05-15 21:00:00,0.0017964937963,0,0
Observed,2018-05-15 21:30:00,0.0017964937963,0,0
Observed,2018-05-15 22:00:00,0.0017964937963,0,0
Observed,2018-05-15 22:30:00,0.0017964937963,0,0
Observed,2018-05-15 23:00:00,0.0017964937963,0,0
Observed,2018-05-15 23:30:00,0.0017964937963,0,0
Observed,2018-05-16 00:00:00,0.0017964937963,0,0
Observed,2018-05-16 00:30:00,0.0017964937963,0,0
Observed,2018-05-16 01:00:00,0.0017964937963,0,0
Observed,2018-05-16 01:30:00,0.0017964937963,0,0
Observed,2018-05-16 02:00:00,0.0017964937963,0,0
Observed,2018-05-16 02:30:00,0.0017964937963,0,0
Observed,2018-05-16 03:00:00,0.0017964937963,0,0
Observed,2018-05-16 03:30:00,0.0017964937963,0,0
Observed,2018-05-16 04:00:00,0.0017964937963,0,0
Observed,2018-05-16 04:30:00,0.0017964937963,0,0
Observed,2018-05-16 05:00:00,0.0017964937963,0,0
Observed,2018-05-16 05:30:00,0.0017964937963,0,0
Observed,2018-05-16 06:00:00,0.0017964937963,0,0
Observed,2018-05-16 06:30:00,0.0017964937963,0,0
Observed,2018-05-16 07:00:00,0.0017964937963,0,0
